exporterId;exportateur;importerId;importateur;distance_km;premiere_annee;derniere_annee;n_annees;conttype;Comment
155;Chile;1055;Windward Is.;5252,892729;1918;1918;1;0;
155;Chile;1069;Aruba;5067,441319;2010;2025;16;0;
155;Chile;1163;Falkland Is.;2292,410172;1861;1938;74;0;
8151;Cochin China;220;France;10212,25125;1884;1891;6;0;
100;Colombia (New Granada) (Gran Colombia);6631;West Bank;11517,78455;2002;2024;16;0;
100;Colombia (New Granada) (Gran Colombia);1062;Anguilla;1934,605388;2000;2024;20;0;
100;Colombia (New Granada) (Gran Colombia);1063;Leeward Is.;1919,300476;1919;1936;16;0;
100;Colombia (New Granada) (Gran Colombia);1055;Windward Is.;1677,779208;1919;1936;17;0;
100;Colombia (New Granada) (Gran Colombia);1065;Curacao;1025,781594;2011;2024;14;4;
100;Colombia (New Granada) (Gran Colombia);1069;Aruba;1013,722973;1988;2025;36;4;
484;Congo (Brazzaville) (French Congo) (Middle Congo);1069;Aruba;9532,440857;2010;2022;8;0;
484;Congo (Brazzaville) (French Congo) (Middle Congo);1065;Curacao;9425,448219;2015;2018;2;0;
484;Congo (Brazzaville) (French Congo) (Middle Congo);1062;Anguilla;8823,1687;2002;2002;1;0;
484;Congo (Brazzaville) (French Congo) (Middle Congo);6631;West Bank;4208,777813;2007;2025;16;0;
2901;Congress Poland;365;Russia (USSR);4155,388373;1833;1843;6;1;
2901;Congress Poland;300;Austria-Hungary (Austrian Empire);557,080568;1833;1843;3;1;
2901;Congress Poland;239;Prussia;519,0528065;1833;1843;4;1;
2901;Congress Poland;2903;Cracow (Free City of Cracow);253,2503866;1833;1843;3;1;
94;Costa Rica;6631;West Bank;12078,33979;2019;2019;1;0;
94;Costa Rica;1163;Falkland Is.;7271,988742;1985;1985;1;0;
94;Costa Rica;1062;Anguilla;2437,394604;2015;2025;11;0;
94;Costa Rica;1073;Sint Maarten;2428,429401;2016;2025;10;0;
94;Costa Rica;1065;Curacao;1656,471949;2015;2025;11;0;
94;Costa Rica;1069;Aruba;1556,336961;1989;2025;36;0;
344;Croatia;1163;Falkland Is.;12941,74573;1994;1995;2;0;
344;Croatia;1069;Aruba;8679,229462;2001;2025;15;0;
344;Croatia;1065;Curacao;8627,315712;2013;2025;13;0;
344;Croatia;1073;Sint Maarten;7718,32121;2014;2025;9;0;
344;Croatia;6631;West Bank;2261,639211;1995;1995;1;0;
40;Cuba;7110;Kwanchowan;15111,77978;1907;1922;4;0;
40;Cuba;9205;Auckland Is.;13600,29725;1903;1909;6;0;
40;Cuba;5200;Italian Somaliland;13508,94569;1908;1909;2;0;
40;Cuba;6631;West Bank;10862,65139;2007;2025;17;0;
40;Cuba;4050;St. Helena;9084,043082;1924;1935;11;0;
40;Cuba;2003;Channel Is.;7263,548388;1937;1938;2;0;
40;Cuba;6090;Río de Oro;6776,741041;1931;1933;3;0;
40;Cuba;1029;St. Pierre and Miquelon;3463,680071;1905;1938;5;0;
40;Cuba;1055;Windward Is.;2169,269126;1903;1936;33;0;
40;Cuba;1063;Leeward Is.;1934,288556;1903;1936;33;0;
40;Cuba;1062;Anguilla;1769,076545;2000;2016;11;0;
40;Cuba;1065;Curacao;1560,132209;2016;2025;10;0;
40;Cuba;1069;Aruba;1462,209717;1995;2021;25;0;
40;Cuba;1033;Cayman Is.;297,1266433;1937;1938;2;5;
1065;Curacao;850;Indonesia (Dutch East Indies);18664,36084;2012;2025;14;0;
1065;Curacao;830;Singapore;18336,9149;2017;2019;3;0;
1065;Curacao;820;Malaysia (British Malaya);18015,55123;2018;2019;2;0;
1065;Curacao;900;Australia;17320,73023;2017;2019;3;0;
1065;Curacao;811;Cambodia (Kampuchea);17209,18177;2014;2014;1;0;
1065;Curacao;840;Philippines;17034,99478;2018;2019;2;0;
1065;Curacao;800;Thailand (Siam);16919,24118;2017;2019;3;0;
1065;Curacao;815;Vietnam;16880,96323;2018;2019;2;0;
1065;Curacao;986;Palau;16633,73267;2011;2017;2;0;
1065;Curacao;812;Laos;16569,57003;2018;2025;8;0;
1065;Curacao;720;Hong Kong;16183,94409;2017;2025;9;0;
1065;Curacao;775;Myanmar (Burma);15892,95519;2015;2022;3;0;
1065;Curacao;713;Republic of China (Taiwan) (Formosa);15863,46335;2017;2025;9;0;
1065;Curacao;771;Bangladesh;15396,48479;2019;2019;1;0;
1065;Curacao;985;Guam;15336,39343;2018;2018;1;0;
1065;Curacao;760;Bhutan;15099,9866;2012;2020;3;0;
1065;Curacao;750;India;15087,72573;2017;2023;7;0;
1065;Curacao;790;Nepal;14699,35248;2011;2016;5;0;
1065;Curacao;710;People's Republic of China (China);14630,55528;2017;2025;8;0;
1065;Curacao;987;Federated States of Micronesia;14398,89474;2013;2025;13;0;
1065;Curacao;732;South Korea (Republic of South Korea);14382,0776;2017;2025;9;0;
1065;Curacao;590;Mauritius;14272,71252;2019;2019;1;0;
1065;Curacao;740;Japan;14158,45655;2017;2021;4;0;
1065;Curacao;731;North Korea (Democratic People's Republic of Korea);13995,69394;2017;2025;9;0;
1065;Curacao;770;Pakistan;13678,08545;2019;2019;1;0;
1065;Curacao;591;Seychelles;13632,45106;2011;2025;14;0;
1065;Curacao;580;Madagascar (Malagasy Republic);13175,03799;2011;2011;1;0;
1065;Curacao;920;New Zealand;13161,73776;2018;2018;1;0;
1065;Curacao;700;Afghanistan;13100,13466;2017;2017;1;0;
1065;Curacao;698;Oman (Sultanate of Muscat and Oman);13071,92646;2023;2024;2;0;
1065;Curacao;703;Kyrgyzstan;13054,13445;2012;2014;2;0;
1065;Curacao;702;Tajikistan;13043,30638;2021;2021;1;0;
1065;Curacao;946;Kiribati;13015,91645;2021;2025;5;0;
1065;Curacao;950;Fiji;12843,32375;2011;2025;9;0;
1065;Curacao;581;Comoros;12738,07848;2011;2021;7;0;
1065;Curacao;696;United Arab Emirates (Trucial Oman);12656,75019;2017;2019;3;0;
1065;Curacao;704;Uzbekistan;12525,39691;2025;2025;1;0;
1065;Curacao;694;Qatar;12330,55755;2019;2019;1;0;
1065;Curacao;679;Yemen;12240,65893;2014;2014;1;0;
1065;Curacao;692;Bahrain;12232,53756;2011;2023;9;0;
1065;Curacao;501;Kenya (British East Africa Protectorate);12143,33447;2019;2019;1;0;
1065;Curacao;955;Tonga (Haʻapai);12120,57342;2011;2011;1;0;
1065;Curacao;705;Kazakhstan;12104,88154;2023;2023;1;0;
1065;Curacao;522;Djibouti (Afar and Issas) (French Somaliland);12004,98108;2010;2022;13;0;
1065;Curacao;541;Mozambique (Portuguese East Africa);11911,21646;2011;2025;14;0;
1065;Curacao;530;Ethiopia (Abyssinia);11837,06685;2018;2025;8;0;
1065;Curacao;690;Kuwait;11823,29317;2011;2025;3;0;
1065;Curacao;670;Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah);11738,20704;2018;2025;7;0;
1065;Curacao;553;Malawi (Nyasaland) (British Central Africa Protectorate);11708,06124;2011;2023;2;0;
1065;Curacao;512;Tanzania (Tanganyika);11668,86778;2011;2025;11;0;
1065;Curacao;572;Eswatini (Swaziland);11647,94736;2018;2025;7;0;
1065;Curacao;373;Azerbaijan;11291,71456;2015;2025;9;0;
1065;Curacao;500;Uganda;11226,6936;2017;2017;1;0;
1065;Curacao;551;Zambia (Northern Rhodesia);11086,99498;2024;2025;2;0;
1065;Curacao;371;Armenia;11078,01532;2017;2017;1;0;
1065;Curacao;517;Rwanda;11044,84697;2011;2014;4;0;
1065;Curacao;560;South Africa;10960,99214;2018;2019;2;0;
1065;Curacao;626;South Sudan;10824,59145;2025;2025;1;0;
1065;Curacao;571;Botswana (Bechuanaland);10801,89307;2017;2025;9;0;
1065;Curacao;666;Israel;10618,18617;2018;2019;2;0;
1065;Curacao;660;Lebanon;10588,94547;2018;2019;2;0;
1065;Curacao;640;Turkey (Ottoman Empire);10424,71984;2020;2025;4;0;
1065;Curacao;490;Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State);10375,19285;2015;2025;6;0;
1065;Curacao;352;Cyprus;10307,48921;2017;2021;4;0;
1065;Curacao;651;Egypt Arab Republic (Egypt);10179,90965;2018;2025;5;0;
1065;Curacao;565;Namibia (South West Africa) (German South West Africa);10145,11432;2011;2019;6;0;
1065;Curacao;540;Angola;9919,346671;2011;2015;3;0;
1065;Curacao;482;Central African Republic (Ubangi Shari);9850,672841;2018;2018;1;0;
1065;Curacao;369;Ukraine;9781,853922;2017;2023;3;0;
1065;Curacao;359;Moldova (Bessarabia) (Moldavian Republic);9582,219575;2015;2020;5;0;
1065;Curacao;355;Bulgaria;9462,2939;2017;2025;7;0;
1065;Curacao;960;French Polynesia;9449,758695;2011;2011;1;0;
1065;Curacao;484;Congo (Brazzaville) (French Congo) (Middle Congo);9425,448219;2011;2017;5;0;
1065;Curacao;360;Romania;9350,046392;2013;2025;13;0;
1065;Curacao;350;Greece;9348,730327;2019;2025;7;0;
1065;Curacao;366;Estonia;9140,480226;2016;2025;8;0;
1065;Curacao;367;Latvia;9122,241995;2018;2024;4;0;
1065;Curacao;368;Lithuania;9094,939631;2016;2024;4;0;
1065;Curacao;348;Serbia (Serbia and Montenegro) (Federal Republic of Yugoslavia);9074,633137;2017;2025;4;0;
1065;Curacao;375;Finland;9069,06928;2017;2025;8;0;
1065;Curacao;339;Albania;9048,63081;2019;2019;1;0;
1065;Curacao;481;Gabon;9001,674983;2017;2017;1;0;
1065;Curacao;471;Cameroun (French Cameroon);8992,04608;2012;2021;7;0;
1065;Curacao;341;Montenegro;8956,207028;2025;2025;1;0;
1065;Curacao;317;Slovakia;8924,777203;2021;2025;4;0;
1065;Curacao;310;Hungary;8878,549347;2017;2025;8;0;
1065;Curacao;346;Bosnia-Herzegovina;8841,075626;2011;2019;6;0;
1065;Curacao;290;Poland;8815,556146;2017;2024;4;0;
1065;Curacao;338;Malta;8646,37731;2017;2025;6;0;
1065;Curacao;344;Croatia;8627,315712;2014;2015;2;0;
1065;Curacao;349;Slovenia;8584,460601;2015;2022;6;0;
1065;Curacao;316;Czech Republic;8554,541346;2019;2025;4;0;
1065;Curacao;380;Sweden;8509,935975;2017;2018;2;0;
1065;Curacao;305;Austria;8494,257246;2017;2018;2;0;
1065;Curacao;436;Niger;8472,018117;2018;2018;1;0;
1065;Curacao;403;Sao Tome-Principe;8445,054075;2011;2015;4;0;
1065;Curacao;325;Italy;8411,838616;2017;2025;9;0;
1065;Curacao;475;Nigeria;8405,660854;2019;2019;1;0;
1065;Curacao;385;Norway;8319,653635;2017;2025;8;0;
1065;Curacao;616;Tunisia (Regency of Tunis);8256,549419;2014;2014;1;0;
1065;Curacao;390;Denmark;8212,094279;2017;2025;9;0;
1065;Curacao;255;Germany (Zollverein);8198,054915;2017;2025;9;0;
1065;Curacao;225;Switzerland;8062,537147;2017;2025;8;0;
1065;Curacao;212;Luxemburg;7918,716626;2018;2018;1;0;
1065;Curacao;210;Netherlands;7897,985118;2017;2025;9;0;
1065;Curacao;211;Belgium;7821,676979;2017;2025;9;0;
1065;Curacao;434;Benin (Dahomey);7779,133256;2011;2018;5;0;
1065;Curacao;461;Togo (French Togoland);7659,528469;2022;2022;1;0;
1065;Curacao;220;France;7590,561898;2017;2025;9;0;
1065;Curacao;452;Ghana (Gold Coast);7448,160478;2018;2018;1;0;
1065;Curacao;200;United Kingdom;7439,290463;2017;2025;9;0;
1065;Curacao;439;Burkina Faso (Upper Volta);7260,442344;2011;2011;1;0;
1065;Curacao;230;Spain;7070,276111;2017;2025;9;0;
1065;Curacao;205;Ireland;7013,432633;2017;2025;7;0;
1065;Curacao;432;Mali (French Sudan) (Upper Senegal and Niger);6992,92979;2011;2019;7;0;
1065;Curacao;395;Iceland;6991,250497;2024;2024;1;0;
1065;Curacao;10;Greenland;6932,98336;2012;2015;2;0;
1065;Curacao;437;Ivory Coast;6906,443179;2015;2025;9;0;
1065;Curacao;600;Morocco;6765,037512;2019;2025;6;0;
1065;Curacao;235;Portugal;6563,34288;2019;2025;7;0;
1065;Curacao;450;Liberia;6526,790938;2018;2018;1;0;
1065;Curacao;438;Guinea (French Guinea) (Rivieres du Sud);6328,924191;2013;2025;13;0;
1065;Curacao;451;Sierra Leone;6234,286625;2017;2017;1;0;
1065;Curacao;435;Mauritania;6233,210411;2012;2025;8;0;
1065;Curacao;20;Canada (Province of Canada);5963,002314;2017;2025;9;0;
1065;Curacao;433;Senegal;5919,558118;2016;2023;2;0;
1065;Curacao;404;Guinea-Bissau (Portuguese Guinea);5867,301189;2014;2025;10;0;
1065;Curacao;420;Gambia;5796,729899;2011;2025;14;0;
1065;Curacao;165;Uruguay;5217,819014;2019;2019;1;0;
1065;Curacao;160;Argentina (La Plata);5170,153532;2017;2025;8;0;
1065;Curacao;155;Chile;5036,128003;2017;2019;2;0;
1065;Curacao;402;Cape Verde;4902,048673;2017;2018;2;0;
1065;Curacao;2;United States of America;4228,719388;2017;2025;9;0;
1065;Curacao;150;Paraguay;4150,726533;2017;2025;7;0;
1065;Curacao;70;Mexico;3691,468743;2017;2025;9;0;
1065;Curacao;140;Brazil;3409,161815;2017;2025;9;0;
1065;Curacao;145;Bolivia;3286,572511;2017;2024;3;0;
1065;Curacao;135;Peru;2526,114104;2017;2019;3;0;
1065;Curacao;90;Guatemala;2324,829069;2020;2025;6;0;
1065;Curacao;30;Bermuda;2281,684738;2018;2019;2;0;
1065;Curacao;80;Belize (British Honduras);2188,526999;2018;2023;3;0;
1065;Curacao;92;El Salvador;2160,952595;2017;2025;8;0;
1065;Curacao;91;Honduras;1947,550971;2017;2025;9;0;
1065;Curacao;130;Ecuador;1774,495191;2017;2025;9;0;
1065;Curacao;93;Nicaragua;1740,210098;2018;2019;2;0;
1065;Curacao;115;Surinam (Dutch Guiana);1697,650744;2017;2025;9;0;
1065;Curacao;31;Bahamas;1676,665454;2017;2025;9;0;
1065;Curacao;94;Costa Rica;1656,471949;2017;2025;9;0;
1065;Curacao;40;Cuba;1560,132209;2017;2025;9;0;
1065;Curacao;95;Panama;1306,599173;2017;2025;9;0;
1065;Curacao;110;Guyana (British Guiana);1284,750127;2017;2025;9;0;
1065;Curacao;51;Jamaica;1120,933171;2017;2025;9;0;
1065;Curacao;53;Barbados;1031,617688;2017;2025;9;0;
1065;Curacao;100;Colombia (New Granada) (Gran Colombia);1025,781594;2017;2025;9;4;
1065;Curacao;58;Antigua and Barbuda (Antigua);944,465765;2017;2025;9;0;
1065;Curacao;1062;Anguilla;926,4635235;2019;2019;1;0;
1065;Curacao;1073;Sint Maarten;909,64578;2017;2025;9;0;
1065;Curacao;54;Dominica;902,6802228;2017;2025;9;0;
1065;Curacao;56;St. Lucia;891,0538106;2017;2025;9;0;
1065;Curacao;59;Montserrat;890,7155743;2020;2025;6;0;
1065;Curacao;60;St. Kitts-Nevis;885,0117001;2017;2025;9;0;
1065;Curacao;41;Haiti;859,5130914;2017;2025;9;0;
1065;Curacao;57;St. Vincent and the Grenadines;848,9516793;2017;2025;9;0;
1065;Curacao;52;Trinidad and Tobago;834,1112876;2017;2025;9;0;
1065;Curacao;55;Grenada;794,4833062;2017;2025;9;0;
1065;Curacao;42;Dominican Republic (Santo Domingo);745,8849197;2017;2025;9;0;
1065;Curacao;101;Venezuela;516,3481394;2017;2025;9;4;
1065;Curacao;1069;Aruba;111,4536738;2017;2025;9;4;
352;Cyprus;9620;Pitcairn Is.;18073,9657;1924;1927;3;0;
352;Cyprus;1163;Falkland Is.;13139,29078;1898;2020;16;0;
352;Cyprus;1069;Aruba;10371,58227;1997;2025;25;0;
352;Cyprus;1065;Curacao;10307,48921;2013;2025;13;0;
352;Cyprus;1055;Windward Is.;9552,302119;1906;1938;9;0;
352;Cyprus;1073;Sint Maarten;9410,548125;2013;2025;13;0;
352;Cyprus;1062;Anguilla;9396,420339;2000;2000;1;0;
352;Cyprus;1063;Leeward Is.;9360,802079;1932;1938;7;0;
352;Cyprus;4050;St. Helena;6992,150711;1924;1931;3;0;
352;Cyprus;4781;Lagos;4391,612317;1905;1905;1;0;
352;Cyprus;4783;Southern Nigeria (Niger Coast Protectorate);4391,612317;1913;1913;1;0;
352;Cyprus;5200;Italian Somaliland;3873,756073;1935;1935;1;0;
352;Cyprus;7588;Baluchistan (Kalat);3223,719276;1923;1925;2;0;
352;Cyprus;3353;Dodecanese Is. (Aegean Is.);539,7171987;1915;1938;23;5;
352;Cyprus;6631;West Bank;398,8588629;1996;1999;3;5;
352;Cyprus;6401;Cilicia;292,0207824;1919;1921;3;5;
6202;Cyrenaica;211;Belgium;2472,882895;1927;1930;2;0;
6202;Cyrenaica;230;Spain;2412,168524;1927;1930;3;0;
6202;Cyrenaica;220;France;2336,058232;1927;1930;6;0;
6202;Cyrenaica;255;Germany (Zollverein);2290,853442;1927;1930;3;0;
6202;Cyrenaica;225;Switzerland;1977,462423;1927;1930;3;0;
6202;Cyrenaica;305;Austria;1863,966466;1927;1928;2;0;
6202;Cyrenaica;640;Turkey (Ottoman Empire);1496,778413;1928;1928;1;0;
6202;Cyrenaica;345;Yugoslavia (Kingdom of Serbs, Croats and Slovenes);1399,312909;1927;1928;2;0;
6202;Cyrenaica;325;Italy;1393,097896;1927;1930;3;0;
6202;Cyrenaica;616;Tunisia (Regency of Tunis);1100,414544;1927;1930;3;0;
6202;Cyrenaica;651;Egypt Arab Republic (Egypt);923,5907025;1927;1930;3;1;
6202;Cyrenaica;338;Malta;769,8203537;1927;1930;3;0;
6202;Cyrenaica;350;Greece;703,0346402;1927;1930;4;5;
6202;Cyrenaica;3353;Dodecanese Is. (Aegean Is.);697,0706835;1927;1930;3;5;
316;Czech Republic;1163;Falkland Is.;13308,04079;2001;2024;5;0;
316;Czech Republic;1069;Aruba;8597,9731;2000;2025;25;0;
316;Czech Republic;1065;Curacao;8554,541346;2013;2025;13;0;
316;Czech Republic;1073;Sint Maarten;7645,955218;2013;2025;13;0;
316;Czech Republic;1062;Anguilla;7628,574926;2003;2025;20;0;
315;Czechoslovakia;1163;Falkland Is.;13286,30866;1920;1933;5;0;
315;Czechoslovakia;8151;Cochin China;9244,948133;1937;1937;1;0;
315;Czechoslovakia;1055;Windward Is.;7867,37607;1920;1923;4;0;
315;Czechoslovakia;4050;St. Helena;7611,645532;1924;1932;9;0;
315;Czechoslovakia;1063;Leeward Is.;7591,47116;1920;1923;4;0;
315;Czechoslovakia;5403;Cabinda (Portuguese Congo);6127,585836;1933;1937;2;0;
315;Czechoslovakia;5201;Italian East Africa;5091,362285;1937;1937;1;0;
315;Czechoslovakia;1029;St. Pierre and Miquelon;5032,973339;1933;1937;2;0;
315;Czechoslovakia;3343;Fiume;528,7690512;1921;1923;3;0;
490;Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State);1069;Aruba;10482,35285;2021;2021;1;0;
490;Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State);1065;Curacao;10375,19285;2021;2025;4;0;
490;Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State);3353;Dodecanese Is. (Aegean Is.);4394,514544;1934;1934;1;0;
490;Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State);5201;Italian East Africa;2137,833369;1937;1938;2;0;
490;Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State);5403;Cabinda (Portuguese Congo);1270,201585;1912;1923;9;1;
390;Denmark;1163;Falkland Is.;13566,56174;1888;2025;86;0;
390;Denmark;1069;Aruba;8244,313743;1989;2025;36;0;
390;Denmark;1065;Curacao;8212,094279;2013;2025;13;0;
390;Denmark;4050;St. Helena;8143,833525;1924;1930;7;0;
390;Denmark;1073;Sint Maarten;7313,883828;2013;2025;13;0;
390;Denmark;1062;Anguilla;7295,116075;2000;2025;25;0;
390;Denmark;6631;West Bank;3315,821852;1995;1999;5;0;
390;Denmark;6402;Western Anatolia;2639,447265;1919;1923;5;0;
390;Denmark;6203;Tripolitania (Regency of Tripoli);2583,232437;1932;1934;3;0;
390;Denmark;6067;Captaincy-general of north Africa;2520,746224;1897;1897;1;0;
390;Denmark;3363;Memel;695,6998773;1920;1920;1;5;
390;Denmark;2248;Holstein;205,1835495;1852;1852;1;1;
522;Djibouti (Afar and Issas) (French Somaliland);1069;Aruba;12096,14462;2018;2018;1;0;
522;Djibouti (Afar and Issas) (French Somaliland);1065;Curacao;12004,98108;2018;2018;1;0;
522;Djibouti (Afar and Issas) (French Somaliland);1062;Anguilla;11200,50785;2023;2025;3;0;
522;Djibouti (Afar and Issas) (French Somaliland);3353;Dodecanese Is. (Aegean Is.);3135,650998;1935;1935;1;0;
522;Djibouti (Afar and Issas) (French Somaliland);6631;West Bank;2362,906844;2007;2007;1;0;
522;Djibouti (Afar and Issas) (French Somaliland);5200;Italian Somaliland;1120,964203;1910;1935;2;0;
522;Djibouti (Afar and Issas) (French Somaliland);5201;Italian East Africa;505,8051275;1937;1938;2;1;
54;Dominica;6631;West Bank;9727,00674;2010;2025;8;0;
54;Dominica;1023;New Brunswick;3498,267375;1842;1848;7;0;
54;Dominica;1024;Prince Edward Is.;3453,41735;1845;1848;4;0;
54;Dominica;1022;Nova Scotia;3296,925304;1843;1858;7;0;
54;Dominica;1069;Aruba;987,76277;1984;2017;8;0;
54;Dominica;1065;Curacao;902,6802228;2012;2025;14;0;
54;Dominica;1048;Trinidad;551,7883108;1857;1867;6;4;
54;Dominica;1062;Anguilla;362,3471677;2002;2025;23;5;
54;Dominica;1064;St. Barthelemy;319,2149396;1866;1868;2;5;
54;Dominica;1055;Windward Is.;241,6205293;1856;1868;9;4;
54;Dominica;1063;Leeward Is.;192,1183479;1856;1868;17;4;
42;Dominican Republic (Santo Domingo);6631;West Bank;10302,29376;2016;2025;9;0;
42;Dominican Republic (Santo Domingo);1163;Falkland Is.;7923,831073;2016;2020;3;0;
42;Dominican Republic (Santo Domingo);1055;Windward Is.;1143,64136;1917;1938;29;0;
42;Dominican Republic (Santo Domingo);1063;Leeward Is.;909,7879261;1917;1938;23;0;
42;Dominican Republic (Santo Domingo);1062;Anguilla;757,4952699;2014;2025;12;0;
42;Dominican Republic (Santo Domingo);1065;Curacao;745,8849197;2014;2025;12;0;
42;Dominican Republic (Santo Domingo);1069;Aruba;700,498969;1997;2025;27;0;
860;East Timor (Portuguese Timor);1062;Anguilla;18612,81217;2005;2005;1;0;
860;East Timor (Portuguese Timor);1065;Curacao;18390,82578;2023;2025;3;0;
860;East Timor (Portuguese Timor);1069;Aruba;18279,82568;2014;2014;1;0;
860;East Timor (Portuguese Timor);6631;West Bank;10543,4606;2010;2021;4;0;
130;Ecuador;6631;West Bank;12267,54492;2008;2010;2;0;
130;Ecuador;1163;Falkland Is.;5914,363948;2010;2011;2;0;
130;Ecuador;1062;Anguilla;2694,713118;2025;2025;1;0;
130;Ecuador;1073;Sint Maarten;2676,583599;2015;2025;8;0;
130;Ecuador;1065;Curacao;1774,495191;2015;2025;11;0;
130;Ecuador;1069;Aruba;1746,006853;1996;2025;29;0;
651;Egypt Arab Republic (Egypt);1163;Falkland Is.;12226,59901;1936;2013;3;0;
651;Egypt Arab Republic (Egypt);1065;Curacao;10179,90965;2017;2025;8;0;
651;Egypt Arab Republic (Egypt);1055;Windward Is.;9373,286367;1921;1928;8;0;
651;Egypt Arab Republic (Egypt);1063;Leeward Is.;9242,059572;1921;1928;8;0;
651;Egypt Arab Republic (Egypt);8218;Manjung (Dindings);7989,093912;1910;1910;1;0;
651;Egypt Arab Republic (Egypt);1029;St. Pierre and Miquelon;7524,671114;1933;1933;1;0;
651;Egypt Arab Republic (Egypt);5403;Cabinda (Portuguese Congo);3978,486622;1932;1938;7;0;
651;Egypt Arab Republic (Egypt);5200;Italian Somaliland;3281,964384;1929;1936;9;0;
651;Egypt Arab Republic (Egypt);5201;Italian East Africa;2247,081696;1937;1938;2;0;
651;Egypt Arab Republic (Egypt);6203;Tripolitania (Regency of Tripoli);1658,598929;1921;1928;10;0;
651;Egypt Arab Republic (Egypt);3349;Ionian Is.;1431,676308;1840;1859;12;0;
651;Egypt Arab Republic (Egypt);3353;Dodecanese Is. (Aegean Is.);1064,153504;1929;1938;10;0;
651;Egypt Arab Republic (Egypt);6631;West Bank;829,3074358;1993;2025;27;1;
92;El Salvador;1163;Falkland Is.;7822,898301;1997;1997;1;0;
92;El Salvador;1062;Anguilla;2806,882266;2015;2019;3;0;
92;El Salvador;1073;Sint Maarten;2802,464884;2022;2025;2;0;
92;El Salvador;1065;Curacao;2160,952595;2014;2025;12;0;
92;El Salvador;1069;Aruba;2051,919653;1997;2025;23;0;
531;Eritrea;1069;Aruba;11540,95136;2010;2024;2;0;
531;Eritrea;6631;West Bank;1861,964205;2010;2012;3;0;
531;Eritrea;5200;Italian Somaliland;1685,262298;1927;1930;6;0;
366;Estonia;1163;Falkland Is.;14501,50851;2023;2025;2;0;
366;Estonia;1069;Aruba;9165,66441;1994;2025;24;0;
366;Estonia;1065;Curacao;9140,480226;2013;2025;13;0;
366;Estonia;1073;Sint Maarten;8253,134778;2013;2025;11;0;
366;Estonia;1062;Anguilla;8233,706963;2018;2024;3;0;
572;Eswatini (Swaziland);1069;Aruba;11758,72054;2010;2025;14;0;
572;Eswatini (Swaziland);1065;Curacao;11647,94736;2012;2018;2;0;
572;Eswatini (Swaziland);6631;West Bank;6523,590246;2008;2025;16;0;
530;Ethiopia (Abyssinia);1065;Curacao;11837,06685;2018;2021;4;0;
530;Ethiopia (Abyssinia);6631;West Bank;2604,984425;2015;2021;4;0;
11;Faeroe Is.;1069;Aruba;7403,980923;2010;2014;4;0;
1163;Falkland Is.;712;Mongolia;18721,48383;2021;2025;3;0;
1163;Falkland Is.;732;South Korea (Republic of South Korea);18195,28937;2000;2025;22;0;
1163;Falkland Is.;365;Russia (USSR);17840,03878;2001;2021;16;0;
1163;Falkland Is.;740;Japan;17814,54687;2000;2025;25;0;
1163;Falkland Is.;710;People's Republic of China (China);17798,7115;2023;2025;3;0;
1163;Falkland Is.;713;Republic of China (Taiwan) (Formosa);16950,56169;2019;2025;4;0;
1163;Falkland Is.;721;Macao;16690,42225;2004;2025;6;0;
1163;Falkland Is.;705;Kazakhstan;16311,10159;2000;2014;7;0;
1163;Falkland Is.;771;Bangladesh;15985,74302;2012;2012;1;0;
1163;Falkland Is.;840;Philippines;15610,24952;2000;2025;6;0;
1163;Falkland Is.;750;India;15481,27181;2006;2019;10;0;
1163;Falkland Is.;800;Thailand (Siam);15480,56703;2000;2025;24;0;
1163;Falkland Is.;811;Cambodia (Kampuchea);15445,43242;2000;2006;3;0;
1163;Falkland Is.;770;Pakistan;15321,85869;2000;2025;18;0;
1163;Falkland Is.;375;Finland;14913,51545;2007;2024;6;0;
1163;Falkland Is.;835;Brunei;14737,36043;2017;2022;5;0;
1163;Falkland Is.;366;Estonia;14501,50851;2002;2008;4;0;
1163;Falkland Is.;373;Azerbaijan;14492,25234;2008;2016;2;0;
1163;Falkland Is.;820;Malaysia (British Malaya);14431,49366;2000;2025;20;0;
1163;Falkland Is.;372;Georgia;14370,69654;2003;2025;4;0;
1163;Falkland Is.;367;Latvia;14320,49446;2006;2023;13;0;
1163;Falkland Is.;371;Armenia;14317,97025;2007;2022;7;0;
1163;Falkland Is.;385;Norway;14308,20262;1907;2025;51;0;
1163;Falkland Is.;370;Belarus (Byelorussia);14233,70031;2004;2017;6;0;
1163;Falkland Is.;830;Singapore;14203,41703;2014;2025;9;0;
1163;Falkland Is.;380;Sweden;14163,10087;2002;2025;15;0;
1163;Falkland Is.;368;Lithuania;14146,67455;2001;2021;12;0;
1163;Falkland Is.;369;Ukraine;14132,46284;2002;2024;21;0;
1163;Falkland Is.;850;Indonesia (Dutch East Indies);14050,55108;2000;2025;17;0;
