importerId,exporterId,source,target,meme_intramax,meme_louvain,meme_AN,year,distance_km,conttype,contig_terre,contig_24mi,contig_large,mid_n,mid_hihost,mid_guerre,mid_duration,atop_allie,atop_defense,atop_offense,atop_neutral,atop_nonagg,atop_consul,atop_asymm,key
101,10,"Greenland","Venezuela",1,"NA","0",1960,"7359.07986940942","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10-101"
110,10,"Greenland","Guyana (British Guiana)",1,"NA","0",1960,"7496.88098766382","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10-110"
115,10,"Greenland","Surinam (Dutch Guiana)",0,"NA","0",1960,"7651.66199829931","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10-115"
135,10,"Greenland","Peru",1,"NA","0",1960,"9435.54890237129","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10-135"
150,10,"Greenland","Paraguay",1,"NA","0",1960,"10719.9475816745","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10-150"
165,10,"Greenland","Uruguay",1,"NA","0",1960,"11754.9328101237","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10-165"
2,10,"Greenland","United States of America",1,"NA","1",1960,"4772.67368497192","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10-2"
200,10,"Greenland","United Kingdom",1,"NA","0",1960,"2628.25677827517","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10-200"
205,10,"Greenland","Ireland",1,"NA","0",1960,"2612.80962538688","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10-205"
210,10,"Greenland","Netherlands",0,"NA","0",1960,"3089.59907632314","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10-210"
225,10,"Greenland","Switzerland",0,"NA","0",1960,"3725.73453730521","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10-225"
230,10,"Greenland","Spain",0,"NA","0",1960,"4065.93820849844","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10-230"
235,10,"Greenland","Portugal",0,"NA","0",1960,"4085.62089908142","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10-235"
290,10,"Greenland","Poland",1,"NA","0",1960,"3569.67203648578","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10-290"
310,10,"Greenland","Hungary",1,"NA","0",1960,"4060.52668571754","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10-310"
325,10,"Greenland","Italy",0,"NA","0",1960,"4300.0100731426","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10-325"
338,10,"Greenland","Malta",0,"NA","0",1960,"5047.75439270593","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10-338"
345,10,"Greenland","Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",1,"NA","0",1960,"4328.22947335015","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10-345"
360,10,"Greenland","Romania",1,"NA","0",1960,"4364.65160239074","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10-360"
365,10,"Greenland","Russia (USSR)",1,"NA","0",1960,"4257.58818484787","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10-365"
380,10,"Greenland","Sweden",1,"NA","0",1960,"2605.0661874366","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10-380"
385,10,"Greenland","Norway",1,"NA","0",1960,"2141.97578570876","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10-385"
395,10,"Greenland","Iceland",1,"NA","0",1960,"1147.05552747846","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10-395"
403,10,"Greenland","Sao Tome-Principe",0,"NA","0",1960,"8619.84325164859","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10-403"
404,10,"Greenland","Guinea-Bissau (Portuguese Guinea)",0,"NA","0",1960,"6885.84331894715","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10-404"
41,10,"Greenland","Haiti",0,"NA","0",1960,"6264.31890090355","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10-41"
432,10,"Greenland","Mali (French Sudan) (Upper Senegal and Niger)",0,"NA","0",1960,"6552.21147129176","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10-432"
433,10,"Greenland","Senegal",0,"NA","0",1960,"6637.2218509295","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10-433"
