importerId,exporterId,source,target,meme_intramax,meme_louvain,meme_AN,year,distance_km,conttype,contig_terre,contig_24mi,contig_large,mid_n,mid_hihost,mid_guerre,mid_duration,atop_allie,atop_defense,atop_offense,atop_neutral,atop_nonagg,atop_consul,atop_asymm,key
101,100,"Colombia (New Granada) (Gran Colombia)","Venezuela",1,"NA","1",1952,"822.70345000825","1","1","1","1","0","0","0","0","1","1","0","0","1","1","0","100-101"
115,100,"Colombia (New Granada) (Gran Colombia)","Surinam (Dutch Guiana)",1,"NA","1",1952,"1915.54803212069","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-115"
130,100,"Colombia (New Granada) (Gran Colombia)","Ecuador",1,"NA","1",1952,"767.480592844524","1","1","1","1","0","0","0","0","1","1","0","0","1","1","0","100-130"
135,100,"Colombia (New Granada) (Gran Colombia)","Peru",1,"NA","1",1952,"1522.56033804714","1","1","1","1","0","0","0","0","1","1","0","0","1","1","0","100-135"
150,100,"Colombia (New Granada) (Gran Colombia)","Paraguay",1,"NA","1",1952,"3480.14175216729","NA","0","0","0","0","0","0","0","1","1","0","0","1","1","0","100-150"
165,100,"Colombia (New Granada) (Gran Colombia)","Uruguay",1,"NA","1",1952,"4502.56345064772","NA","0","0","0","0","0","0","0","1","1","0","0","1","1","0","100-165"
2,100,"Colombia (New Granada) (Gran Colombia)","United States of America",1,"NA","0",1952,"4732.51400555514","NA","0","0","0","0","0","0","0","1","1","0","0","1","1","0","100-2"
200,100,"Colombia (New Granada) (Gran Colombia)","United Kingdom",1,"NA","0",1952,"8455.75319595548","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-200"
205,100,"Colombia (New Granada) (Gran Colombia)","Ireland",1,"NA","0",1952,"8028.17713917908","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-205"
210,100,"Colombia (New Granada) (Gran Colombia)","Netherlands",1,"NA","0",1952,"8905.54107382281","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-210"
220,100,"Colombia (New Granada) (Gran Colombia)","France",0,"NA","0",1952,"8576.30861096249","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-220"
225,100,"Colombia (New Granada) (Gran Colombia)","Switzerland",0,"NA","0",1952,"9045.50289456067","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-225"
230,100,"Colombia (New Granada) (Gran Colombia)","Spain",0,"NA","0",1952,"8016.83598897764","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-230"
235,100,"Colombia (New Granada) (Gran Colombia)","Portugal",1,"NA","0",1952,"7504.38596208393","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-235"
255,100,"Colombia (New Granada) (Gran Colombia)","Germany (Zollverein)",0,"NA","0",1952,"9200.11019698896","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-255"
265,100,"Colombia (New Granada) (Gran Colombia)","German Democratic Republic",1,"NA","0",1952,"9369.26528690768","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-265"
290,100,"Colombia (New Granada) (Gran Colombia)","Poland",0,"NA","0",1952,"9821.91291758909","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-290"
310,100,"Colombia (New Granada) (Gran Colombia)","Hungary",0,"NA","0",1952,"9863.70713141764","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-310"
315,100,"Colombia (New Granada) (Gran Colombia)","Czechoslovakia",0,"NA","0",1952,"9510.75632597449","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-315"
325,100,"Colombia (New Granada) (Gran Colombia)","Italy",0,"NA","0",1952,"9369.40890116434","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-325"
345,100,"Colombia (New Granada) (Gran Colombia)","Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",0,"NA","0",1952,"9997.33948390756","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-345"
350,100,"Colombia (New Granada) (Gran Colombia)","Greece",0,"NA","0",1952,"10283.9578445842","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-350"
352,100,"Colombia (New Granada) (Gran Colombia)","Cyprus",0,"NA","0",1952,"11229.2659548988","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-352"
360,100,"Colombia (New Granada) (Gran Colombia)","Romania",0,"NA","0",1952,"10333.0488095717","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-360"
365,100,"Colombia (New Granada) (Gran Colombia)","Russia (USSR)",1,"NA","0",1952,"12134.8290686786","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-365"
375,100,"Colombia (New Granada) (Gran Colombia)","Finland",1,"NA","0",1952,"10094.0062476306","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-375"
380,100,"Colombia (New Granada) (Gran Colombia)","Sweden",1,"NA","0",1952,"9534.95715445846","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-380"
385,100,"Colombia (New Granada) (Gran Colombia)","Norway",1,"NA","0",1952,"9344.86915896987","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-385"
