importerId,exporterId,source,target,meme_intramax,meme_louvain,meme_AN,year,distance_km,conttype,contig_terre,contig_24mi,contig_large,mid_n,mid_hihost,mid_guerre,mid_duration,atop_allie,atop_defense,atop_offense,atop_neutral,atop_nonagg,atop_consul,atop_asymm,key
101,100,"Colombia (New Granada) (Gran Colombia)","Venezuela",1,"NA","1",1956,"822.70345000825","1","1","1","1","0","0","0","0","1","1","0","0","1","1","0","100-101"
110,100,"Colombia (New Granada) (Gran Colombia)","Guyana (British Guiana)",1,"NA","1",1956,"1557.37129551373","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-110"
115,100,"Colombia (New Granada) (Gran Colombia)","Surinam (Dutch Guiana)",1,"NA","1",1956,"1915.54803212069","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-115"
130,100,"Colombia (New Granada) (Gran Colombia)","Ecuador",1,"NA","1",1956,"767.480592844524","1","1","1","1","0","0","0","0","1","1","0","0","1","1","0","100-130"
135,100,"Colombia (New Granada) (Gran Colombia)","Peru",1,"NA","1",1956,"1522.56033804714","1","1","1","1","0","0","0","0","1","1","0","0","1","1","0","100-135"
150,100,"Colombia (New Granada) (Gran Colombia)","Paraguay",1,"NA","1",1956,"3480.14175216729","NA","0","0","0","0","0","0","0","1","1","0","0","1","1","0","100-150"
165,100,"Colombia (New Granada) (Gran Colombia)","Uruguay",1,"NA","1",1956,"4502.56345064772","NA","0","0","0","0","0","0","0","1","1","0","0","1","1","0","100-165"
2,100,"Colombia (New Granada) (Gran Colombia)","United States of America",1,"NA","0",1956,"4732.51400555514","NA","0","0","0","0","0","0","0","1","1","0","0","1","1","0","100-2"
200,100,"Colombia (New Granada) (Gran Colombia)","United Kingdom",0,"NA","0",1956,"8455.75319595548","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-200"
205,100,"Colombia (New Granada) (Gran Colombia)","Ireland",0,"NA","0",1956,"8028.17713917908","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-205"
210,100,"Colombia (New Granada) (Gran Colombia)","Netherlands",0,"NA","0",1956,"8905.54107382281","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-210"
220,100,"Colombia (New Granada) (Gran Colombia)","France",0,"NA","0",1956,"8576.30861096249","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-220"
225,100,"Colombia (New Granada) (Gran Colombia)","Switzerland",0,"NA","0",1956,"9045.50289456067","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-225"
230,100,"Colombia (New Granada) (Gran Colombia)","Spain",0,"NA","0",1956,"8016.83598897764","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-230"
235,100,"Colombia (New Granada) (Gran Colombia)","Portugal",0,"NA","0",1956,"7504.38596208393","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-235"
255,100,"Colombia (New Granada) (Gran Colombia)","Germany (Zollverein)",0,"NA","0",1956,"9200.11019698896","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-255"
265,100,"Colombia (New Granada) (Gran Colombia)","German Democratic Republic",0,"NA","0",1956,"9369.26528690768","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-265"
290,100,"Colombia (New Granada) (Gran Colombia)","Poland",0,"NA","0",1956,"9821.91291758909","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-290"
310,100,"Colombia (New Granada) (Gran Colombia)","Hungary",0,"NA","0",1956,"9863.70713141764","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-310"
315,100,"Colombia (New Granada) (Gran Colombia)","Czechoslovakia",0,"NA","0",1956,"9510.75632597449","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-315"
325,100,"Colombia (New Granada) (Gran Colombia)","Italy",0,"NA","0",1956,"9369.40890116434","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-325"
345,100,"Colombia (New Granada) (Gran Colombia)","Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",0,"NA","0",1956,"9997.33948390756","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-345"
350,100,"Colombia (New Granada) (Gran Colombia)","Greece",0,"NA","0",1956,"10283.9578445842","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-350"
352,100,"Colombia (New Granada) (Gran Colombia)","Cyprus",0,"NA","0",1956,"11229.2659548988","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-352"
360,100,"Colombia (New Granada) (Gran Colombia)","Romania",0,"NA","0",1956,"10333.0488095717","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-360"
365,100,"Colombia (New Granada) (Gran Colombia)","Russia (USSR)",0,"NA","0",1956,"12134.8290686786","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-365"
375,100,"Colombia (New Granada) (Gran Colombia)","Finland",0,"NA","0",1956,"10094.0062476306","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-375"
380,100,"Colombia (New Granada) (Gran Colombia)","Sweden",0,"NA","0",1956,"9534.95715445846","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-380"
385,100,"Colombia (New Granada) (Gran Colombia)","Norway",0,"NA","0",1956,"9344.86915896987","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-385"
390,100,"Colombia (New Granada) (Gran Colombia)","Denmark",0,"NA","0",1956,"9229.70188721542","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-390"
395,100,"Colombia (New Granada) (Gran Colombia)","Iceland",0,"NA","0",1956,"8011.53618889846","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-395"
40,100,"Colombia (New Granada) (Gran Colombia)","Cuba",0,"NA","1",1956,"2114.27680071552","NA","0","0","0","0","0","0","0","1","1","0","0","1","1","0","100-40"
41,100,"Colombia (New Granada) (Gran Colombia)","Haiti",0,"NA","1",1956,"1670.50910734756","5","0","0","1","0","0","0","0","1","1","0","0","1","1","0","100-41"
42,100,"Colombia (New Granada) (Gran Colombia)","Dominican Republic (Santo Domingo)",1,"NA","1",1956,"1680.60405246683","5","0","0","1","0","0","0","0","1","1","0","0","1","1","0","100-42"
451,100,"Colombia (New Granada) (Gran Colombia)","Sierra Leone",0,"NA","0",1956,"6779.13092138442","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-451"
452,100,"Colombia (New Granada) (Gran Colombia)","Ghana (Gold Coast)",0,"NA","0",1956,"8000.18287872949","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-452"
475,100,"Colombia (New Granada) (Gran Colombia)","Nigeria",0,"NA","0",1956,"8988.69835084648","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-475"
490,100,"Colombia (New Granada) (Gran Colombia)","Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State)",0,"NA","0",1956,"10807.2053387361","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-490"
500,100,"Colombia (New Granada) (Gran Colombia)","Uganda",0,"NA","0",1956,"11744.6810365445","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-500"
501,100,"Colombia (New Granada) (Gran Colombia)","Kenya (British East Africa Protectorate)",0,"NA","0",1956,"12590.6706207998","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-501"
51,100,"Colombia (New Granada) (Gran Colombia)","Jamaica",1,"NA","1",1956,"1641.96385505687","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-51"
512,100,"Colombia (New Granada) (Gran Colombia)","Tanzania (Tanganyika)",0,"NA","0",1956,"12067.8522571521","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-512"
52,100,"Colombia (New Granada) (Gran Colombia)","Trinidad and Tobago",1,"NA","1",1956,"1492.28032363168","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-52"
522,100,"Colombia (New Granada) (Gran Colombia)","Djibouti (Afar and Issas) (French Somaliland)",0,"NA","0",1956,"12705.8120514462","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-522"
530,100,"Colombia (New Granada) (Gran Colombia)","Ethiopia (Abyssinia)",0,"NA","0",1956,"12491.2942263162","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-530"
541,100,"Colombia (New Granada) (Gran Colombia)","Mozambique (Portuguese East Africa)",0,"NA","0",1956,"12083.4568349804","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-541"
560,100,"Colombia (New Granada) (Gran Colombia)","South Africa",0,"NA","0",1956,"10939.9321043471","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-560"
580,100,"Colombia (New Granada) (Gran Colombia)","Madagascar (Malagasy Republic)",0,"NA","0",1956,"13329.6358887156","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-580"
590,100,"Colombia (New Granada) (Gran Colombia)","Mauritius",0,"NA","0",1956,"14408.6592568572","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-590"
600,100,"Colombia (New Granada) (Gran Colombia)","Morocco",0,"NA","0",1956,"7641.72844813294","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-600"
616,100,"Colombia (New Granada) (Gran Colombia)","Tunisia (Regency of Tunis)",0,"NA","0",1956,"9147.26053101788","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-616"
620,100,"Colombia (New Granada) (Gran Colombia)","Libya",0,"NA","0",1956,"9956.74173334788","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-620"
625,100,"Colombia (New Granada) (Gran Colombia)","Sudan (Anglo-Egyptian Sudan) (Mahdist State)",0,"NA","0",1956,"11534.3616685367","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-625"
630,100,"Colombia (New Granada) (Gran Colombia)","Iran (Persia)",0,"NA","0",1956,"13091.0005255578","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-630"
640,100,"Colombia (New Granada) (Gran Colombia)","Turkey (Ottoman Empire)",0,"NA","0",1956,"11379.2642263933","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-640"
645,100,"Colombia (New Granada) (Gran Colombia)","Iraq (Mesopotamia)",0,"NA","0",1956,"12177.5253023076","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-645"
651,100,"Colombia (New Granada) (Gran Colombia)","Egypt Arab Republic (Egypt)",0,"NA","0",1956,"11023.7805781781","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-651"
652,100,"Colombia (New Granada) (Gran Colombia)","Syria",0,"NA","0",1956,"11715.3350789348","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-652"
660,100,"Colombia (New Granada) (Gran Colombia)","Lebanon",0,"NA","0",1956,"11506.6259477055","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-660"
663,100,"Colombia (New Granada) (Gran Colombia)","Jordan (Transjordan)",0,"NA","0",1956,"11573.7174698715","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-663"
666,100,"Colombia (New Granada) (Gran Colombia)","Israel",0,"NA","0",1956,"11511.1220992039","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-666"
670,100,"Colombia (New Granada) (Gran Colombia)","Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)",0,"NA","0",1956,"12586.3628756856","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-670"
68,100,"Colombia (New Granada) (Gran Colombia)","Netherlands Antilles",1,"NA","1",1956,"1459.7647247695","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-68"
680,100,"Colombia (New Granada) (Gran Colombia)","Yemen People's Republic (South Yemen)",0,"NA","0",1956,"12963.5848489931","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-680"
70,100,"Colombia (New Granada) (Gran Colombia)","Mexico",1,"NA","1",1956,"3747.243073006","NA","0","0","0","0","0","0","0","1","1","0","0","1","1","0","100-70"
710,100,"Colombia (New Granada) (Gran Colombia)","People's Republic of China (China)",0,"NA","0",1956,"15588.6985100454","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-710"
713,100,"Colombia (New Granada) (Gran Colombia)","Republic of China (Taiwan) (Formosa)",1,"NA","0",1956,"16558.7156292995","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-713"
720,100,"Colombia (New Granada) (Gran Colombia)","Hong Kong",1,"NA","0",1956,"17003.0849790883","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-720"
732,100,"Colombia (New Granada) (Gran Colombia)","South Korea (Republic of South Korea)",1,"NA","0",1956,"15064.9027488176","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-732"
740,100,"Colombia (New Granada) (Gran Colombia)","Japan",1,"NA","0",1956,"14727.07465459","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-740"
750,100,"Colombia (New Granada) (Gran Colombia)","India",0,"NA","0",1956,"16092.1430541439","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-750"
770,100,"Colombia (New Granada) (Gran Colombia)","Pakistan",0,"NA","0",1956,"14669.5212485435","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-770"
775,100,"Colombia (New Granada) (Gran Colombia)","Myanmar (Burma)",0,"NA","0",1956,"16915.3277277056","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-775"
780,100,"Colombia (New Granada) (Gran Colombia)","Sri Lanka (Ceylon)",0,"NA","0",1956,"16925.4311800146","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-780"
800,100,"Colombia (New Granada) (Gran Colombia)","Thailand (Siam)",1,"NA","0",1956,"17935.5601113442","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-800"
812,100,"Colombia (New Granada) (Gran Colombia)","Laos",1,"NA","0",1956,"17549.1644053418","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-812"
815,100,"Colombia (New Granada) (Gran Colombia)","Vietnam",1,"NA","0",1956,"17806.8669049263","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-815"
840,100,"Colombia (New Granada) (Gran Colombia)","Philippines",1,"NA","0",1956,"17506.2895042982","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-840"
850,100,"Colombia (New Granada) (Gran Colombia)","Indonesia (Dutch East Indies)",1,"NA","0",1956,"18767.286155309","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-850"
90,100,"Colombia (New Granada) (Gran Colombia)","Guatemala",1,"NA","1",1956,"2259.19232167161","NA","0","0","0","0","0","0","0","1","1","0","0","1","1","0","100-90"
91,100,"Colombia (New Granada) (Gran Colombia)","Honduras",1,"NA","1",1956,"1901.31399083106","NA","0","0","0","0","0","0","0","1","1","0","0","1","1","0","100-91"
92,100,"Colombia (New Granada) (Gran Colombia)","El Salvador",1,"NA","1",1956,"2025.14643936608","NA","0","0","0","0","0","0","0","1","1","0","0","1","1","0","100-92"
920,100,"Colombia (New Granada) (Gran Colombia)","New Zealand",0,"NA","0",1956,"12205.7258623003","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-920"
93,100,"Colombia (New Granada) (Gran Colombia)","Nicaragua",1,"NA","1",1956,"1635.0673800184","4","0","0","1","0","0","0","0","1","1","0","0","1","1","0","100-93"
94,100,"Colombia (New Granada) (Gran Colombia)","Costa Rica",1,"NA","1",1956,"1362.16278641369","4","0","0","1","0","0","0","0","1","1","0","0","1","1","0","100-94"
95,100,"Colombia (New Granada) (Gran Colombia)","Panama",1,"NA","1",1956,"940.107641266872","1","1","1","1","0","0","0","0","1","1","0","0","1","1","0","100-95"
960,100,"Colombia (New Granada) (Gran Colombia)","French Polynesia",0,"NA","0",1956,"8708.40807344613","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100-960"
345,101,"Venezuela","Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",0,"NA","0",1956,"9192.36864486637","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101-345"
680,101,"Venezuela","Yemen People's Republic (South Yemen)",0,"NA","0",1956,"12173.4060676854","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101-680"
815,101,"Venezuela","Vietnam",1,"NA","0",1956,"17309.5947951203","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101-815"
101,110,"Guyana (British Guiana)","Venezuela",1,"NA","1",1956,"885.800767417019","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110-101"
115,110,"Guyana (British Guiana)","Surinam (Dutch Guiana)",1,"NA","1",1956,"415.397405722501","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110-115"
135,110,"Guyana (British Guiana)","Peru",1,"NA","1",1956,"2502.68108563409","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110-135"
150,110,"Guyana (British Guiana)","Paraguay",1,"NA","1",1956,"3257.38483500057","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110-150"
165,110,"Guyana (British Guiana)","Uruguay",1,"NA","1",1956,"4326.00302803705","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110-165"
2,110,"Guyana (British Guiana)","United States of America",1,"NA","0",1956,"5458.45028280323","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110-2"
200,110,"Guyana (British Guiana)","United Kingdom",0,"NA","0",1956,"7444.93369294201","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110-200"
205,110,"Guyana (British Guiana)","Ireland",0,"NA","0",1956,"7012.73950658479","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110-205"
210,110,"Guyana (British Guiana)","Netherlands",0,"NA","0",1956,"7823.73007560458","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110-210"
225,110,"Guyana (British Guiana)","Switzerland",0,"NA","0",1956,"7853.83247796778","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110-225"
230,110,"Guyana (British Guiana)","Spain",0,"NA","0",1956,"6741.83746948268","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110-230"
235,110,"Guyana (British Guiana)","Portugal",0,"NA","0",1956,"6226.01101435221","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110-235"
