key,source,target,meme_intramax,meme_louvain,meme_AN,year,distance_km,conttype,contig_terre,contig_24mi,contig_large,mid_n,mid_hihost,mid_guerre,mid_duration,atop_allie,atop_defense,atop_offense,atop_neutral,atop_nonagg,atop_consul,atop_asymm
"10-101","Greenland","Venezuela",1,"NA","0",1987,"7359.07986940942","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-110","Greenland","Guyana (British Guiana)",1,"NA","0",1987,"7496.88098766382","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-115","Greenland","Surinam (Dutch Guiana)",1,"NA","0",1987,"7651.66199829931","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-135","Greenland","Peru",1,"NA","0",1987,"9435.54890237129","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-150","Greenland","Paraguay",1,"NA","0",1987,"10719.9475816745","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-165","Greenland","Uruguay",1,"NA","0",1987,"11754.9328101237","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-2","Greenland","United States of America",1,"NA","1",1987,"4772.67368497192","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-200","Greenland","United Kingdom",1,"NA","0",1987,"2628.25677827517","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-205","Greenland","Ireland",1,"NA","0",1987,"2612.80962538688","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-210","Greenland","Netherlands",1,"NA","0",1987,"3089.59907632314","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-225","Greenland","Switzerland",1,"NA","0",1987,"3725.73453730521","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-230","Greenland","Spain",0,"NA","0",1987,"4065.93820849844","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-235","Greenland","Portugal",0,"NA","0",1987,"4085.62089908142","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-290","Greenland","Poland",1,"NA","0",1987,"3569.67203648578","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-310","Greenland","Hungary",1,"NA","0",1987,"4060.52668571754","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-325","Greenland","Italy",1,"NA","0",1987,"4300.0100731426","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-338","Greenland","Malta",1,"NA","0",1987,"5047.75439270593","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
