key,source,target,meme_intramax,meme_louvain,meme_AN,year,distance_km,conttype,contig_terre,contig_24mi,contig_large,mid_n,mid_hihost,mid_guerre,mid_duration,atop_allie,atop_defense,atop_offense,atop_neutral,atop_nonagg,atop_consul,atop_asymm
"10-101","Greenland","Venezuela",0,"0","0",1900,"7359.07986940942","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-10210","Greenland","Labrador",0,"0","1",1900,"2260.85951443936","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10-1029","Greenland","St. Pierre and Miquelon",0,"0","1",1900,"2924.5759947963","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10-1032","Greenland","Turks and Caicos Is.",0,"0","0",1900,"5940.15274900146","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10-1055","Greenland","Windward Is.",0,"0","0",1900,"6690.82269568208","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10-1063","Greenland","Leeward Is.",0,"0","0",1900,"6276.49215190111","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10-110","Greenland","Guyana (British Guiana)",0,"0","0",1900,"7496.88098766382","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-115","Greenland","Surinam (Dutch Guiana)",0,"0","0",1900,"7651.66199829931","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-135","Greenland","Peru",0,"0","0",1900,"9435.54890237129","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-150","Greenland","Paraguay",0,"0","0",1900,"10719.9475816745","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-165","Greenland","Uruguay",0,"0","0",1900,"11754.9328101237","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-2","Greenland","United States of America",0,"0","1",1900,"4772.67368497192","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-200","Greenland","United Kingdom",0,"0","0",1900,"2628.25677827517","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-21","Greenland","Newfoundland and Labrador (Newfoundland)",0,"0","1",1900,"2324.81253030713","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-210","Greenland","Netherlands",0,"0","0",1900,"3089.59907632314","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-212","Greenland","Luxemburg",0,"0","0",1900,"3360.18279971285","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-225","Greenland","Switzerland",0,"0","0",1900,"3725.73453730521","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-230","Greenland","Spain",0,"1","0",1900,"4065.93820849844","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-235","Greenland","Portugal",0,"0","0",1900,"4085.62089908142","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-325","Greenland","Italy",0,"0","0",1900,"4300.0100731426","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-338","Greenland","Malta",0,"0","0",1900,"5047.75439270593","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-341","Greenland","Montenegro",0,"0","0",1900,"4493.89579810178","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-342","Greenland","Kingdom of Serbia",0,"0","0",1900,"4329.21686372246","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-3504","Greenland","Samos",0,"0","0",1900,"5263.52474779625","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10-360","Greenland","Romania",0,"0","0",1900,"4364.65160239074","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-365","Greenland","Russia (USSR)",0,"0","0",1900,"4257.58818484787","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-380","Greenland","Sweden",1,"1","0",1900,"2605.0661874366","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
