key,source,target,meme_intramax,meme_louvain,meme_AN,year,distance_km,conttype,contig_terre,contig_24mi,contig_large,mid_n,mid_hihost,mid_guerre,mid_duration,atop_allie,atop_defense,atop_offense,atop_neutral,atop_nonagg,atop_consul,atop_asymm
"10-101","Greenland","Venezuela",0,"0","0",1923,"7359.07986940942","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-1029","Greenland","St. Pierre and Miquelon",0,"0","1",1923,"2924.5759947963","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10-1032","Greenland","Turks and Caicos Is.",0,"0","0",1923,"5940.15274900146","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10-1055","Greenland","Windward Is.",0,"0","0",1923,"6690.82269568208","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10-1063","Greenland","Leeward Is.",0,"0","0",1923,"6276.49215190111","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10-110","Greenland","Guyana (British Guiana)",0,"0","0",1923,"7496.88098766382","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-115","Greenland","Surinam (Dutch Guiana)",0,"0","0",1923,"7651.66199829931","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-135","Greenland","Peru",0,"0","0",1923,"9435.54890237129","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-150","Greenland","Paraguay",0,"0","0",1923,"10719.9475816745","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-165","Greenland","Uruguay",0,"0","0",1923,"11754.9328101237","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-2","Greenland","United States of America",0,"0","1",1923,"4772.67368497192","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-200","Greenland","United Kingdom",0,"0","0",1923,"2628.25677827517","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
